@relation segment

@attribute original numeric
@attribute Lipschitz_true_true_5.0 numeric
@attribute Lipschitz_true_true_10.0 numeric
@attribute Lipschitz_true_true_15.0 numeric
@attribute Lipschitz_true_true_20.0 numeric
@attribute Lipschitz_true_true_25.0 numeric
@attribute 'Kuwahara_9_ 10_0' numeric
@attribute 'Kuwahara_9_ 10_1' numeric
@attribute 'Kuwahara_9_ 10_2' numeric
@attribute Gabor_1_1.0_1.0_0_2.0 numeric
@attribute Gabor_2_1.0_1.0_0_2.0 numeric
@attribute Gabor_1_1.0_0.5_0_2.0 numeric
@attribute Gabor_2_1.0_0.5_0_2.0 numeric
@attribute Gabor_1_1.0_0.25_0_2.0 numeric
@attribute Gabor_2_1.0_0.25_0_2.0 numeric
@attribute Gabor_1_1.0_1.0_2_2.0 numeric
@attribute Gabor_2_1.0_1.0_2_2.0 numeric
@attribute Gabor_1_1.0_0.5_2_2.0 numeric
@attribute Gabor_2_1.0_0.5_2_2.0 numeric
@attribute Gabor_1_1.0_0.25_2_2.0 numeric
@attribute Gabor_2_1.0_0.25_2_2.0 numeric
@attribute Gabor_1_2.0_1.0_0_2.0 numeric
@attribute Gabor_2_2.0_1.0_0_2.0 numeric
@attribute Gabor_1_2.0_1.0_0_3.0 numeric
@attribute Gabor_2_2.0_1.0_0_3.0 numeric
@attribute Gabor_1_2.0_2.0_0_2.0 numeric
@attribute Gabor_2_2.0_2.0_0_2.0 numeric
@attribute Gabor_1_2.0_2.0_0_3.0 numeric
@attribute Gabor_2_2.0_2.0_0_3.0 numeric
@attribute Gabor_1_4.0_1.0_0_2.0 numeric
@attribute Gabor_2_4.0_1.0_0_2.0 numeric
@attribute Gabor_1_4.0_1.0_0_3.0 numeric
@attribute Gabor_2_4.0_1.0_0_3.0 numeric
@attribute Gabor_1_4.0_2.0_0_2.0 numeric
@attribute Gabor_2_4.0_2.0_0_2.0 numeric
@attribute Gabor_1_4.0_2.0_0_3.0 numeric
@attribute Gabor_2_4.0_2.0_0_3.0 numeric
@attribute Gabor_1_2.0_1.0_2_2.0 numeric
@attribute Gabor_2_2.0_1.0_2_2.0 numeric
@attribute Gabor_1_2.0_1.0_2_3.0 numeric
@attribute Gabor_2_2.0_1.0_2_3.0 numeric
@attribute Gabor_1_2.0_2.0_2_2.0 numeric
@attribute Gabor_2_2.0_2.0_2_2.0 numeric
@attribute Gabor_1_2.0_2.0_2_3.0 numeric
@attribute Gabor_2_2.0_2.0_2_3.0 numeric
@attribute Gabor_1_4.0_1.0_2_2.0 numeric
@attribute Gabor_2_4.0_1.0_2_2.0 numeric
@attribute Gabor_1_4.0_1.0_2_3.0 numeric
@attribute Gabor_2_4.0_1.0_2_3.0 numeric
@attribute Gabor_1_4.0_2.0_2_2.0 numeric
@attribute Gabor_2_4.0_2.0_2_2.0 numeric
@attribute Gabor_1_4.0_2.0_2_3.0 numeric
@attribute Gabor_2_4.0_2.0_2_3.0 numeric
@attribute Hessian_6.0 numeric
@attribute Hessian_Trace_6.0 numeric
@attribute Hessian_Determinant_6.0 numeric
@attribute Hessian_Eigenvalue_1_6.0 numeric
@attribute Hessian_Eigenvalue_2_6.0 numeric
@attribute Hessian_Orientation_6.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_6.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_6.0 numeric
@attribute Hessian_12.0 numeric
@attribute Hessian_Trace_12.0 numeric
@attribute Hessian_Determinant_12.0 numeric
@attribute Hessian_Eigenvalue_1_12.0 numeric
@attribute Hessian_Eigenvalue_2_12.0 numeric
@attribute Hessian_Orientation_12.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_12.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_12.0 numeric
@attribute Difference_of_gaussians_12.0_6.0 numeric
@attribute Membrane_projections_0_9_1 numeric
@attribute Membrane_projections_1_9_1 numeric
@attribute Membrane_projections_2_9_1 numeric
@attribute Membrane_projections_3_9_1 numeric
@attribute Membrane_projections_4_9_1 numeric
@attribute Membrane_projections_5_9_1 numeric
@attribute class {cell,back}

@data
6,255,255,255,255,255,7.409091,7.409091,7.409091,-0.619002,-0.655191,-0.618326,-0.622983,-0.622646,-0.626425,0.252528,-0.146919,0.163787,-0.074277,0.144859,-0.047892,-0.603548,-0.6154,-0.461635,-0.643713,-0.604909,-0.622859,-0.488808,-0.635669,-0.583895,-0.588932,-0.24606,-0.371941,-0.57373,-0.579311,-0.220893,-0.327852,0.133208,-0.051184,0.368048,-0.069683,0.156304,-0.070344,0.437841,-0.13629,0.073599,-0.067953,0.090934,-0.017302,0.068394,-0.071012,0.089901,-0.013,1.680076,2.024636,0.40648,2.810962,1.238311,1.04738,10.138155,2.473232,0.232862,0.311559,0.018655,0.386471,0.236646,0.8446,0.002179,0.022448,-0.117812,7.028104,7.111111,7,70.281044,0.039553,7,back
6,255,255,255,255,255,7.318182,7.318182,7.318182,-0.634371,-0.667236,-0.621266,-0.625635,-0.623336,-0.626881,0.093384,-0.109074,0.09892,-0.079129,0.121001,-0.061418,-0.614099,-0.623971,-0.505234,-0.708704,-0.622322,-0.636309,-0.537497,-0.761446,-0.584971,-0.58898,-0.256331,-0.36203,-0.576323,-0.58236,-0.248203,-0.345028,0.096721,-0.056722,0.202414,-0.089883,0.078843,-0.0686,0.151026,-0.123853,0.076863,-0.0735,0.069872,-0.054692,0.073038,-0.079416,0.06048,-0.021386,1.857687,2.415708,1.072247,3.037531,1.793884,1.116951,9.025735,1.546656,0.233404,0.313598,0.019374,0.385793,0.241402,0.852573,0.00205,0.020849,-0.128896,7.030119,7.166667,6.894737,70.301193,0.089005,7.027778,back
7,255,255,255,255,255,7.5,7.5,7.5,-0.603752,-0.639053,-0.622341,-0.625374,-0.626828,-0.630737,0.13068,-0.179423,0.043658,-0.110966,0.027014,-0.094514,-0.608497,-0.618317,-0.4033,-0.617857,-0.611056,-0.617399,-0.416166,-0.618801,-0.5893,-0.597481,-0.248007,-0.36859,-0.579641,-0.585857,-0.230501,-0.339968,0.017542,-0.061681,0.146118,-0.281531,0.032615,-0.115997,0.163975,-0.350669,0.059507,-0.054629,0.021786,-0.052887,0.045787,-0.053469,0.02582,-0.045105,1.873195,2.521727,1.387561,2.971411,2.072043,1.243074,5.143639,0.808862,0.274492,0.370134,0.02889,0.443347,0.296922,1.062647,0.002937,0.02144,-0.146626,6.959981,7.055555,6.888889,69.599808,0.052552,6.942811,back
7,255,255,255,255,255,7.5,7.5,7.5,-0.594844,-0.638001,-0.619511,-0.630755,-0.62999,-0.634634,0.074755,-0.103297,0.021213,-0.041066,0.033933,-0.050616,-0.588989,-0.620737,-0.284731,-0.670904,-0.573316,-0.604207,-0.236438,-0.60807,-0.584346,-0.603497,-0.20841,-0.384287,-0.573894,-0.590546,-0.173113,-0.310611,0.018747,-0.034967,0.063049,-0.059715,0.02575,-0.032739,0.063236,-0.017817,0.02843,-0.029859,0.033408,-0.028735,0.012547,-0.018914,0.025232,-0.02822,1.149005,1.601019,0.605556,1.788794,1.413244,0.629405,0.361515,0.141037,0.292333,0.397191,0.034571,0.466971,0.327411,1.102462,0.003073,0.019477,-0.121944,6.856889,7.052631,6.705883,68.568886,0.112264,6.828431,back
7,255,255,255,255,255,7.5,7.5,7.5,-0.594011,-0.632289,-0.623833,-0.632825,-0.632362,-0.638062,0.00559,-0.150492,0.036253,-0.076591,0.054412,-0.067836,-0.602319,-0.627301,-0.363592,-0.689334,-0.59679,-0.617909,-0.29455,-0.564784,-0.582357,-0.601357,-0.206648,-0.357632,-0.569962,-0.586039,-0.184015,-0.311858,0.048287,-0.05981,0.086283,-0.161402,0.046708,-0.073102,0.045892,-0.205359,0.015784,-0.044609,0.02337,-0.067013,0.006286,-0.034169,0.007951,-0.054007,0.662961,0.912516,0.186948,1.058197,0.766834,0.631327,0.070689,0.084892,0.248533,0.336587,0.024403,0.399193,0.273981,1.079112,0.001776,0.015678,-0.081772,6.807248,6.941176,6.666667,68.072479,0.090172,6.822917,back
7,255,255,255,255,255,7.5,7.5,7.5,-0.599835,-0.623385,-0.624716,-0.630179,-0.634262,-0.63896,0.094608,-0.063296,0.006256,-0.049251,0.012856,-0.051647,-0.6061,-0.614427,-0.419039,-0.498171,-0.595967,-0.606959,-0.361378,-0.431582,-0.579094,-0.600847,-0.194677,-0.334969,-0.563897,-0.583054,-0.170709,-0.29407,-0.009367,-0.057565,0.051127,-0.191229,0.010568,-0.073261,0.066404,-0.072853,0.014413,-0.046085,0.016482,-0.069516,0.009253,-0.039393,0.017369,-0.073115,0.253022,0.189529,-0.020218,0.360404,0.018654,0.353803,0.004195,0.116793,0.188168,0.252128,0.012517,0.310226,0.194029,0.922515,0.000858,0.013502,-0.038832,6.800862,6.888889,6.705883,68.008621,0.067943,6.822917,back
6,255,255,255,255,255,7.409091,7.409091,7.409091,-0.627663,-0.640447,-0.62509,-0.628843,-0.63359,-0.636916,0.005977,-0.019869,-0.010842,-0.038363,0.022313,-0.052358,-0.600791,-0.611455,-0.396743,-0.60273,-0.593854,-0.606549,-0.371022,-0.597394,-0.578676,-0.59984,-0.194698,-0.320373,-0.560898,-0.578421,-0.160412,-0.257554,-0.003205,-0.046201,0.041317,-0.102787,0.006353,-0.046781,0.104614,-0.032977,0.014944,-0.046683,0.021052,-0.056653,0.009047,-0.038881,0.020932,-0.063677,0.167014,-0.22028,0.008554,-0.160469,-0.28009,0.847536,0.000694,0.014309,0.165674,0.21548,0.008048,0.275145,0.155815,1.010133,0.000661,0.01424,-0.019621,6.772607,6.833333,6.705883,67.726074,0.036437,6.777778,back
7,255,255,255,255,255,7.5,7.5,7.5,-0.600455,-0.624686,-0.624114,-0.629326,-0.636108,-0.639546,0.128931,-0.082369,0.006084,-0.040611,0.037626,-0.060154,-0.59321,-0.614222,-0.336071,-0.579264,-0.584223,-0.606173,-0.315899,-0.531946,-0.576829,-0.601317,-0.177259,-0.326346,-0.558458,-0.579747,-0.146805,-0.261661,0.001898,-0.052368,0.091787,-0.090823,0.003154,-0.038133,0.167295,-0.055406,0.021192,-0.044942,0.006536,-0.06259,0.018647,-0.040995,-0.001504,-0.063437,0.498205,-0.539639,0.013114,-0.295327,-0.78395,0.279365,0.069527,0.238753,0.126943,0.156436,0.002273,0.218444,0.094428,0.738691,0.000376,0.01538,0.001652,6.709337,6.882353,6.5625,67.093369,0.086957,6.703217,back
7,255,255,255,255,255,7.5,7.5,7.5,-0.599175,-0.631648,-0.62313,-0.628969,-0.635103,-0.640039,0.05215,-0.140457,0.030651,-0.068968,0.048795,-0.063375,-0.592047,-0.612198,-0.332275,-0.575691,-0.586727,-0.603471,-0.306557,-0.589182,-0.576262,-0.600287,-0.174477,-0.310753,-0.556893,-0.576674,-0.141396,-0.244467,0.020353,-0.050896,0.073081,-0.132231,0.020933,-0.045598,0.015706,-0.132133,0.022459,-0.044681,0.009639,-0.042985,0.019349,-0.036266,-0.000475,-0.043317,0.621823,-0.836277,0.153874,-0.691481,-0.981073,0.253632,0.058651,0.083864,0.105591,0.123464,0.000297,0.182741,0.064186,0.816936,0.000214,0.014055,0.016974,6.740805,6.875,6.555555,67.408051,0.093845,6.743464,back
7,255,255,255,255,255,7.5,7.5,7.5,-0.599829,-0.615245,-0.623453,-0.627223,-0.634269,-0.639591,0.055959,-0.107267,0.044799,-0.06259,0.065452,-0.067031,-0.591171,-0.610779,-0.342423,-0.521779,-0.580488,-0.600087,-0.306565,-0.418893,-0.575705,-0.599227,-0.172711,-0.305866,-0.556278,-0.575496,-0.139361,-0.2466,0.026666,-0.040185,0.091919,-0.116842,0.021116,-0.038568,0.033753,-0.133493,0.023752,-0.042157,0.017912,-0.038061,0.019773,-0.031088,0.015549,-0.013929,0.691024,-0.942144,0.204914,-0.81178,-1.072509,0.065979,0.060341,0.06798,0.086639,0.093472,-0.000828,0.148357,0.038586,0.888105,0.000105,0.01205,0.02593,6.768985,6.875,6.631579,67.68985,0.073528,6.777778,back
7,255,255,255,255,255,7.5,7.5,7.5,-0.600431,-0.617467,-0.624634,-0.630207,-0.634883,-0.642651,0.09692,-0.07367,0.041096,-0.07149,0.032914,-0.069974,-0.589502,-0.615987,-0.32454,-0.533809,-0.58428,-0.609492,-0.31976,-0.473209,-0.575549,-0.599571,-0.160085,-0.325705,-0.55787,-0.577564,-0.138875,-0.274482,0.025409,-0.062978,0.195972,-0.105272,0.04095,-0.03897,0.122709,-0.038736,0.035948,-0.045579,0.0425,-0.039782,0.035059,-0.040625,0.016427,-0.033737,0.831023,-1.01171,0.16537,-0.710845,-1.312575,0.07861,0.370609,0.362079,0.057481,0.032976,-0.002331,0.083991,-0.018039,0.660991,0.000011,0.01041,0.039442,6.671741,6.875,6.529412,66.717407,0.110442,6.639319,back
6,255,255,255,255,255,7.409091,7.409091,7.409091,-0.621199,-0.654984,-0.628098,-0.637793,-0.638752,-0.645146,0.078967,-0.118505,0.041852,-0.093622,0.030644,-0.093276,-0.592422,-0.62716,-0.321193,-0.678564,-0.587038,-0.618603,-0.294281,-0.651084,-0.579232,-0.600851,-0.17318,-0.359273,-0.560538,-0.580845,-0.146876,-0.290196,0.047296,-0.095158,0.07333,-0.133532,0.066366,-0.090462,0.07072,-0.10905,0.04931,-0.054398,0.035634,-0.058136,0.051351,-0.052212,0.037204,-0.068844,0.756735,-0.787603,0.014616,-0.412818,-1.162389,0.185381,0.348531,0.561857,0.058293,0.006166,-0.002233,0.053524,-0.041193,0.389406,0,0.008971,0.035709,6.613666,6.833333,6.444445,66.136658,0.136725,6.593567,back
7,255,255,255,255,255,7.5,7.5,7.5,-0.607999,-0.614567,-0.626683,-0.63326,-0.638524,-0.644726,0.045731,-0.175926,0.051385,-0.095625,0.038304,-0.095792,-0.587924,-0.622261,-0.307487,-0.581707,-0.578897,-0.609228,-0.288393,-0.55949,-0.578812,-0.602716,-0.168733,-0.375689,-0.558286,-0.580744,-0.128287,-0.283965,0.051545,-0.084461,0.035004,-0.283586,0.050247,-0.110614,0.047665,-0.296709,0.051641,-0.055221,0.028696,-0.056875,0.051819,-0.051878,0.036576,-0.060889,0.856333,-0.848379,-0.010106,-0.41244,-1.284318,0.09411,0.547131,0.760171,0.045085,0.011146,-0.001062,0.044212,-0.021921,0.230444,0.000001,0.004374,0.033862,6.612713,6.777778,6.4375,66.127129,0.11327,6.599673,back
7,255,255,255,255,255,7.5,7.5,7.5,-0.601058,-0.621444,-0.62567,-0.632208,-0.638378,-0.644296,0.080418,-0.122695,0.069549,-0.0906,0.055764,-0.098778,-0.585784,-0.614278,-0.301466,-0.522926,-0.569233,-0.594248,-0.272083,-0.418687,-0.578596,-0.60401,-0.165002,-0.36359,-0.557875,-0.580924,-0.12166,-0.271265,0.062118,-0.076634,0.071538,-0.124048,0.055487,-0.06459,0.05487,-0.141481,0.053637,-0.055702,0.032805,-0.058509,0.051641,-0.05325,0.042074,-0.04319,0.875291,-0.908003,0.028361,-0.486391,-1.329615,0.047707,0.586219,0.711026,0.038121,0.02043,-0.00053,0.045618,-0.004759,-0.098623,0.000001,0.002538,0.031073,6.613951,6.833333,6.444445,66.139511,0.10857,6.613003,back
