@relation segment

@attribute original numeric
@attribute Lipschitz_true_true_5.0 numeric
@attribute Lipschitz_true_true_10.0 numeric
@attribute Lipschitz_true_true_15.0 numeric
@attribute Lipschitz_true_true_20.0 numeric
@attribute Lipschitz_true_true_25.0 numeric
@attribute 'Kuwahara_9_ 10_0' numeric
@attribute 'Kuwahara_9_ 10_1' numeric
@attribute 'Kuwahara_9_ 10_2' numeric
@attribute Gabor_1_1.0_1.0_0_2.0 numeric
@attribute Gabor_2_1.0_1.0_0_2.0 numeric
@attribute Gabor_1_1.0_0.5_0_2.0 numeric
@attribute Gabor_2_1.0_0.5_0_2.0 numeric
@attribute Gabor_1_1.0_0.25_0_2.0 numeric
@attribute Gabor_2_1.0_0.25_0_2.0 numeric
@attribute Gabor_1_1.0_1.0_2_2.0 numeric
@attribute Gabor_2_1.0_1.0_2_2.0 numeric
@attribute Gabor_1_1.0_0.5_2_2.0 numeric
@attribute Gabor_2_1.0_0.5_2_2.0 numeric
@attribute Gabor_1_1.0_0.25_2_2.0 numeric
@attribute Gabor_2_1.0_0.25_2_2.0 numeric
@attribute Gabor_1_2.0_1.0_0_2.0 numeric
@attribute Gabor_2_2.0_1.0_0_2.0 numeric
@attribute Gabor_1_2.0_1.0_0_3.0 numeric
@attribute Gabor_2_2.0_1.0_0_3.0 numeric
@attribute Gabor_1_2.0_2.0_0_2.0 numeric
@attribute Gabor_2_2.0_2.0_0_2.0 numeric
@attribute Gabor_1_2.0_2.0_0_3.0 numeric
@attribute Gabor_2_2.0_2.0_0_3.0 numeric
@attribute Gabor_1_4.0_1.0_0_2.0 numeric
@attribute Gabor_2_4.0_1.0_0_2.0 numeric
@attribute Gabor_1_4.0_1.0_0_3.0 numeric
@attribute Gabor_2_4.0_1.0_0_3.0 numeric
@attribute Gabor_1_4.0_2.0_0_2.0 numeric
@attribute Gabor_2_4.0_2.0_0_2.0 numeric
@attribute Gabor_1_4.0_2.0_0_3.0 numeric
@attribute Gabor_2_4.0_2.0_0_3.0 numeric
@attribute Gabor_1_2.0_1.0_2_2.0 numeric
@attribute Gabor_2_2.0_1.0_2_2.0 numeric
@attribute Gabor_1_2.0_1.0_2_3.0 numeric
@attribute Gabor_2_2.0_1.0_2_3.0 numeric
@attribute Gabor_1_2.0_2.0_2_2.0 numeric
@attribute Gabor_2_2.0_2.0_2_2.0 numeric
@attribute Gabor_1_2.0_2.0_2_3.0 numeric
@attribute Gabor_2_2.0_2.0_2_3.0 numeric
@attribute Gabor_1_4.0_1.0_2_2.0 numeric
@attribute Gabor_2_4.0_1.0_2_2.0 numeric
@attribute Gabor_1_4.0_1.0_2_3.0 numeric
@attribute Gabor_2_4.0_1.0_2_3.0 numeric
@attribute Gabor_1_4.0_2.0_2_2.0 numeric
@attribute Gabor_2_4.0_2.0_2_2.0 numeric
@attribute Gabor_1_4.0_2.0_2_3.0 numeric
@attribute Gabor_2_4.0_2.0_2_3.0 numeric
@attribute Hessian_6.0 numeric
@attribute Hessian_Trace_6.0 numeric
@attribute Hessian_Determinant_6.0 numeric
@attribute Hessian_Eigenvalue_1_6.0 numeric
@attribute Hessian_Eigenvalue_2_6.0 numeric
@attribute Hessian_Orientation_6.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_6.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_6.0 numeric
@attribute Hessian_12.0 numeric
@attribute Hessian_Trace_12.0 numeric
@attribute Hessian_Determinant_12.0 numeric
@attribute Hessian_Eigenvalue_1_12.0 numeric
@attribute Hessian_Eigenvalue_2_12.0 numeric
@attribute Hessian_Orientation_12.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_12.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_12.0 numeric
@attribute Difference_of_gaussians_12.0_6.0 numeric
@attribute Membrane_projections_0_9_1 numeric
@attribute Membrane_projections_1_9_1 numeric
@attribute Membrane_projections_2_9_1 numeric
@attribute Membrane_projections_3_9_1 numeric
@attribute Membrane_projections_4_9_1 numeric
@attribute Membrane_projections_5_9_1 numeric
@attribute class {cell,back}

@data
117,203,222,235,245,255,104.055557,123.166664,123.166664,2.949397,2.633474,3.053067,2.746427,3.151861,2.648133,3.329423,-7.811001,3.468081,-7.361126,2.373635,-7.472886,3.398652,2.122725,4.034482,0.425562,3.158593,2.103424,3.458451,0.361395,4.177136,2.060864,6.411211,-3.859198,3.842427,1.921036,4.911088,-4.729028,4.167212,-7.422646,4.717523,-10.526018,5.287649,-6.5326,2.311104,-9.394266,3.018525,-5.774868,7.644496,-10.190242,4.73065,-6.142603,7.551672,-7.448843,101.0746,-42.446884,-5273.36084,33.208885,-118.102654,1.242535,41251120,22895.181641,52.404816,-68.501419,916.700928,-52.488605,-84.514229,0.362543,4812761.5,1025.640625,9.795387,121.194702,132.875,110.777779,1211.947021,7.95331,121.653252,cell
129,219,240,255,255,255,120.277779,123.166664,123.166664,3.532573,2.932624,3.327787,2.842823,3.452341,2.681027,1.784095,-5.490619,2.697073,-4.701743,2.140029,-4.468405,4.094985,2.074774,7.183155,-0.033855,3.871882,2.182495,7.563102,1.197795,4.847958,1.912407,10.644279,-5.154164,4.271518,1.642307,8.186247,-6.1524,3.472448,-4.65297,1.872598,-6.219436,3.91572,-4.627574,1.183298,-7.382777,2.585492,-3.541892,5.796938,-5.76385,3.65576,-4.485006,5.945305,-4.576226,137.606171,-51.103104,-11178.130859,57.667358,-159.873566,1.17316,123588056,47324.054688,55.023888,-71.873367,990.585999,-54.528072,-89.218658,0.403589,6216691.5,1203.43689,10.484154,125.167809,139.4375,112.777779,1251.678101,10.772575,125.911758,cell
138,230,252,255,255,255,123.166664,123.166664,123.166664,3.767073,3.276798,3.440272,2.906304,3.57809,2.709811,0.025831,-0.60576,1.639311,-1.915273,1.810279,-2.297163,4.322565,2.0483,7.995831,0.698099,4.188239,2.281159,9.245665,3.755335,5.04091,1.735156,11.821198,-6.491442,4.367296,1.457887,9.115131,-6.899637,2.445538,-2.201679,1.582309,-1.87221,2.02204,-1.760936,0.871087,-2.494406,2.038763,-2.079156,3.883643,-2.903672,2.152368,-2.312073,3.794886,-2.714563,146.742752,-38.142426,-14358.671875,83.193398,-159.478256,1.134488,85675120,58889.53125,56.015343,-72.20079,946.63855,-53.316936,-91.084648,0.397829,7435757.5,1426.399902,9.892807,126.25856,139.4375,113.166664,1262.585571,10.737283,127.470596,cell
132,219,239,255,255,255,118.5,118.5,126.277779,3.478713,3.213744,3.32486,2.913881,3.51562,2.764361,4.043395,-0.960939,2.988424,-0.018327,3.124621,-1.667862,3.891979,2.063022,5.665865,1.492578,3.76678,2.215874,6.309689,4.340528,4.707011,1.70633,9.351787,-6.616163,4.075094,1.400744,6.910336,-6.880337,3.449836,-0.753253,7.838279,-0.047368,3.134786,0.106496,8.390229,-0.264615,1.811547,-1.43922,7.015518,-3.125501,1.398086,-0.393471,5.747761,-1.91464,125.801674,-2.357071,-11843.320313,106.476326,-111.190468,1.094495,263226.5625,47378.835938,55.568455,-69.688889,796.358887,-49.24931,-90.128471,0.353138,8115794.5,1671.105835,8.07518,124.661522,133.125,114.833336,1246.615234,7.844251,125.852936,cell
120,204,225,245,255,255,120.227272,120.227272,120.227272,3.037784,2.817733,3.081198,2.871994,3.360383,2.852805,4.686009,-1.011952,3.997808,0.026834,4.720547,-2.620545,3.062192,2.096049,3.086258,0.938419,2.855223,2.028329,3.360662,1.27307,4.161786,1.864421,4.374049,-5.537761,3.42257,1.366233,2.367623,-6.124725,4.75316,-0.098463,8.477827,0.628314,4.355965,-0.087829,9.246897,0.332471,3.452342,-1.723921,10.145471,-3.948484,1.966345,-0.578721,8.054928,-1.764941,90.247986,45.536346,-5355.820313,122.179741,-31.107048,1.023428,48722080,23496.839844,54.330799,-65.06723,571.323853,-42.996613,-87.137848,0.282069,8249235,1948.448975,5.539818,122.50663,127.631577,117.75,1225.066284,3.866554,122.794113,cell
109,190,213,235,255,255,120.409088,120.409088,120.409088,2.646285,2.431254,2.9051,2.842556,3.213354,2.977403,2.351056,-0.566694,2.638764,-0.780446,4.199462,-3.603959,2.335924,2.186301,2.276418,-1.433431,2.106953,1.905147,1.796836,-1.710445,3.54381,2.191634,-0.249787,-4.029888,2.660008,1.485657,-2.381036,-4.825427,3.316054,-1.057315,4.636273,-0.360975,2.574871,-0.158059,4.448711,-0.552225,3.778813,-2.66247,9.316274,-6.164935,2.010492,-1.273314,6.720219,-2.970998,72.38591,86.304764,355.785645,125.116394,47.493137,0.824344,44880040,6025.369629,53.082962,-59.437363,314.977722,-35.599949,-83.274773,0.198616,8029663,2272.88916,3.100731,121.548477,125.052635,118.4375,1215.484741,1.849035,121.772873,cell
108,190,215,239,255,255,116.722221,116.722221,116.722221,2.522193,2.383906,2.920989,2.806895,3.232797,2.95633,-0.086687,-1.067971,0.128172,-2.244935,2.316701,-4.238643,2.403534,2.032674,1.673745,-1.626868,2.139922,1.784165,0.864409,-2.191581,3.276222,2.109207,0.448442,-4.411006,2.373803,1.577876,-2.305339,-5.122847,0.45213,-2.560509,2.171074,-2.951297,0.41867,-1.487588,1.947807,-2.314101,2.857363,-3.319958,5.423429,-7.018741,1.332106,-1.48971,2.610892,-4.794825,79.789505,101.902008,1970.158691,126.918922,76.885094,0.1796,25995190,2503.384277,52.310276,-54.017731,73.919167,-28.413832,-79.621628,0.11438,7651469.5,2622.238525,1.55645,122.547974,125.666664,116.9375,1225.479736,2.845636,122.738968,cell
113,200,227,247,255,255,121.954544,121.954544,121.954544,2.677947,2.597932,3.034686,2.908366,3.302262,2.9622,-0.02002,-4.406943,-0.221623,-3.522995,0.197888,-4.285164,2.768622,2.257302,1.746725,-0.024866,2.550181,2.198419,0.812263,-0.413583,3.237256,1.878068,3.000018,-5.198998,2.785303,1.783982,0.119917,-4.902717,0.513811,-3.801106,0.968521,-6.535699,0.78419,-4.252251,1.880336,-6.610228,1.402643,-3.723918,2.726753,-6.434109,0.673575,-2.576039,2.299391,-5.528584,82.110924,85.075424,136.163895,125.981331,44.169518,-0.18698,48444028,6693.172363,51.985336,-49.869751,-109.594292,-22.82641,-76.913094,0.03562,7275370,2925.369141,1.36795,125.796059,130.210526,119.875,1257.960571,3.164396,126.205887,cell
126,222,246,251,255,255,133.277771,133.277771,133.277771,3.227172,2.985737,3.25774,3.160916,3.444234,3.061028,-0.53038,-6.107893,-0.228153,-4.501683,0.071878,-3.738621,3.279285,2.823927,3.869809,0.703672,3.15472,2.858025,3.571439,0.988698,3.607369,1.949562,4.82827,-3.61031,3.340315,2.05182,2.463414,-2.428642,0.5256,-4.505836,0.279612,-6.985211,0.744214,-5.276275,0.639404,-7.555068,0.008539,-3.77594,2.592477,-4.714375,-0.103401,-3.639563,2.441487,-5.462727,70.858513,42.242813,-2040.21167,92.105881,-7.620254,-0.310969,17746946,9945.301758,51.749725,-47.672363,-204.739532,-19.871229,-75.473495,-0.036446,7026166,3091.612305,2.514526,130.555801,135.10527,126.625,1305.557983,2.899684,130.388885,cell
142,244,255,255,255,255,146.944443,146.944443,146.944443,3.695274,3.545487,3.53321,3.361319,3.715413,3.269241,1.06512,-3.65149,0.51084,-3.710568,0.493589,-2.915314,3.754241,3.02198,4.93788,2.684634,3.755788,3.136882,5.748423,3.38639,4.24284,2.333132,5.526781,-1.877664,3.654805,2.175015,4.112254,-2.23645,0.572668,-4.117756,1.165057,-5.779048,0.988687,-4.276685,0.871275,-5.084491,-0.338421,-2.735425,0.39183,-5.128536,-0.20039,-3.375057,1.199884,-5.733801,61.957069,12.200943,-3104.889648,68.255432,-43.853542,-0.554826,1870973.125,12568.421875,48.527451,-48.226456,-25.231045,-23.595606,-72.857307,-0.094333,5644032,2426.715088,4.102463,136.266586,141.777771,130.578949,1362.665894,4.207939,135.954865,cell
136,238,247,254,255,255,138.277771,138.277771,138.277771,3.488772,3.32879,3.632334,3.453687,3.824961,3.450095,2.448983,-3.152621,1.195138,-3.368363,-0.045408,-3.041759,3.729697,3.003195,4.142085,1.208458,3.556642,3.005355,3.024613,1.471055,4.426788,2.798994,4.592858,-2.100898,3.772163,2.477451,3.001105,-2.220372,1.006287,-3.756618,2.546213,-5.18748,1.888307,-3.579578,3.469365,-4.520335,-0.079999,-2.939095,1.914794,-5.595917,0.394122,-2.659927,0.555524,-5.608088,54.789249,-7.590363,-2660.008789,44.124355,-59.30508,-0.615038,616330.0625,10697.648438,43.539341,-47.055023,145.863388,-26.863926,-67.246124,-0.129581,3610703.5,1630.72168,5.163513,139.827362,144.944443,134.647064,1398.27356,3.634395,140.180557,cell
136,237,250,255,255,255,141.166672,141.166672,141.166672,3.407836,3.299056,3.616645,3.519544,3.769213,3.54403,0.843076,-3.130255,0.310473,-3.101228,1.114549,-3.056499,3.471205,3.019746,2.31958,-0.049538,3.268408,2.897849,1.991426,-0.281357,4.206299,3.197216,2.841073,-1.193975,3.873839,2.959014,1.462507,-1.36695,0.377883,-3.320123,1.017858,-4.57443,1.114804,-3.392515,1.200524,-3.997376,0.802661,-2.882612,2.188852,-5.173736,0.828748,-2.400874,0.345149,-5.49503,39.163876,-23.137665,-1024.737183,10.900183,-57.175514,-0.630591,2480979.75,4634.300293,36.523605,-43.084137,255.269501,-28.634527,-57.533749,-0.119652,1550268.875,835.164917,5.47847,142.559814,146.578949,138.176468,1425.598145,2.690179,142.701385,cell
134,236,250,255,255,255,141.166672,141.166672,141.166672,3.394739,3.187865,3.591059,3.473915,3.745945,3.491948,-0.390817,-2.181225,-0.037344,-2.357854,1.190201,-2.915925,3.44106,3.023148,2.033173,-0.317777,3.226757,2.915431,1.398696,-0.437041,4.099442,3.174773,3.100116,-1.448003,3.763599,2.930247,1.449827,-1.178774,0.42174,-2.736306,0.974062,-2.738736,0.218966,-2.674911,0.995696,-2.968225,1.468307,-2.685284,2.575989,-4.935803,0.867064,-1.861384,1.643925,-4.581856,41.737961,-22.581787,-880.708191,9.17026,-54.333836,-0.405202,2056459.125,4032.77002,31.459841,-38.411255,242.822144,-27.184769,-49.637741,0.010779,743814.4375,504.135895,4.79158,141.78302,145.157898,137.157898,1417.8302,2.739563,142.799622,cell
137,239,255,255,255,255,142.166672,142.166672,142.166672,3.576087,3.335761,3.654222,3.498634,3.802653,3.502836,1.608876,-1.632418,0.828653,-1.974031,1.396581,-2.784521,3.781467,3.196956,3.638785,0.717875,3.550072,3.086045,2.89423,0.460405,4.022992,3.206452,4.220923,-0.742228,3.659184,2.886152,2.582399,-0.547084,0.93703,-2.354994,3.201146,-2.52229,0.855102,-1.938859,3.060557,-3.02092,1.973303,-2.56524,2.569272,-4.752624,1.181091,-1.621938,1.713713,-4.436133,48.496128,-27.415558,-827.635925,4.451967,-59.283081,-0.117448,3053168.75,4062.156494,26.808222,-33.356415,187.861572,-23.853729,-42.8591,0.233111,401893.9375,361.204132,4.121719,140.482513,144.777771,135.789474,1404.825195,2.734185,140.080872,cell
142,248,255,255,255,255,144.277771,144.277771,144.277771,3.821602,3.438755,3.67999,3.454346,3.744895,3.435666,0.206593,-1.062278,0.986631,-1.938587,2.203073,-2.819068,4.027804,3.237175,4.724888,2.168716,3.936555,3.299023,4.722526,2.308438,3.874568,2.974754,4.287978,-0.263066,3.6548,2.870995,3.242889,0.21716,0.999566,-2.280539,3.072152,-2.439276,0.240592,-1.494928,2.302849,-1.751193,2.626581,-2.57239,2.685605,-4.790364,1.696092,-1.966601,1.214902,-4.16821,47.420692,-24.073532,-895.404236,8.179965,-56.32703,0.174481,2411533.25,4161.152344,23.189737,-28.214325,93.817909,-17.957907,-38.470745,0.48028,334958.34375,420.776489,3.14006,138.43428,142.823532,135.722229,1384.342773,2.411152,137.953552,cell
